recipe_id,name,category,cuisine,cooking_method,difficulty,prep_time_minutes,cook_time_minutes,total_time_minutes,servings,calories_per_serving,rating,ingredients,instructions,author,date_created,is_vegetarian,is_vegan,is_gluten_free,is_dairy_free,is_full_meal,is_lunch,is_dinner,is_sweet
179,Korean Lunch,Lunch,Korean,Slow Cooking,Hard,47,45,92,4,191,3.6,"pepper, beef, chicken, rice, vegetables, pasta",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Michael Brown PhD,2023-11-17,False,True,True,True,False,True,False,False
180,Homestyle Middle Eastern Snack,Snack,Middle Eastern,Boiling,Medium,46,154,200,1,242,3.3,"salt, onion, pepper, chicken, vegetables",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Tyler Park,2024-08-28,True,True,False,False,False,True,False,False
181,Classic Korean Appetizer,Appetizer,Korean,Frying,Hard,44,168,212,4,755,3.8,"oil, pepper, crackers, cheese",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Erin Miranda,2024-09-27,False,False,True,False,True,True,True,False
182,Traditional Greek Snack,Snack,Greek,Slow Cooking,Hard,27,157,184,3,303,4.4,"pepper, onion, vegetables, pasta",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Boil water and cook pasta according to package directions. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,James Lindsey,2024-08-11,False,False,True,True,False,True,True,False
183,Homestyle Mediterranean Main Course,Main Course,Mediterranean,Raw,Easy,45,95,140,4,396,4.8,"garlic, oil, salt, chicken, vegetables, fish, rice, beef",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Nicole Simon,2024-02-24,False,False,False,False,True,True,True,False
184,Authentic Japanese Beverage,Beverage,Japanese,Raw,Medium,41,60,101,11,429,3.8,"pepper, onion, coffee, water, juice",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Denise Finley,2023-10-07,False,False,True,True,False,True,False,True
185,Authentic Spanish Main Course,Main Course,Spanish,Grilling,Easy,53,78,131,10,161,4.9,"garlic, salt, rice, beef, chicken, vegetables, fish, pasta",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Lawrence Humphrey,2024-10-02,True,True,False,False,False,True,True,False
186,Classic Mediterranean Dinner,Dinner,Mediterranean,Grilling,Medium,29,172,201,5,655,4.3,"pepper, garlic, oil, rice, chicken, pasta, fish, beef, vegetables, carrots, bell peppers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Shawn Flores,2023-11-30,False,False,True,True,False,False,True,False
187,Traditional Italian Salad,Salad,Italian,Steaming,Medium,7,35,42,5,306,4.2,"pepper, butter, onion, lettuce, tomatoes, cucumbers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Mrs. Deborah Turner,2025-08-24,False,True,False,True,False,True,True,False
188,Traditional Korean Appetizer,Appetizer,Korean,Boiling,Medium,24,23,47,10,454,3.7,"garlic, onion, dips, olives, crackers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Kathleen Phillips,2024-08-23,False,False,True,False,True,True,True,False
189,Chinese Dinner,Dinner,Chinese,Sautéing,Hard,40,144,184,7,243,4.0,"oil, beef, fish, vegetables, pasta, rice, chicken, carrots",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Deborah Lindsey,2024-07-10,True,False,False,False,True,False,True,False
190,Vietnamese Salad,Salad,Vietnamese,Baking,Hard,44,45,89,11,282,4.0,"pepper, salt, oil",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Shelby Brooks,2024-12-06,False,False,False,False,True,True,True,False
191,Authentic Greek Dinner,Dinner,Greek,Slow Cooking,Easy,6,64,70,3,491,3.7,"oil, beef, fish, chicken, rice, vegetables, pasta, carrots",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Tyler Conner,2024-06-06,True,True,False,False,True,False,True,False
192,Mexican Main Course,Main Course,Mexican,Frying,Hard,47,88,135,12,465,3.3,"oil, beef, fish",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Andre Mccullough,2025-03-20,False,True,True,False,False,True,True,False
193,Homestyle Chinese Breakfast,Breakfast,Chinese,Boiling,Hard,29,77,106,12,264,4.7,"garlic, butter, toast, fruits, bacon, eggs, milk, cereal",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jennifer Moore,2023-11-18,True,True,True,True,True,False,False,False
194,Homestyle Chinese Soup,Soup,Chinese,Microwaving,Medium,60,122,182,8,630,4.7,"onion, meat, herbs, vegetables, beans, broth, grains, lemon, mushrooms, tomatoes",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Sheila Ayers,2024-01-09,True,False,True,True,False,True,True,False
195,Vietnamese Beverage,Beverage,Vietnamese,Raw,Easy,57,158,215,2,503,3.5,"onion, salt, oil, juice, tea, coffee, water, alcohol, soda, onions, herbs, tomatoes",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,John Howard,2025-08-21,False,False,False,False,True,True,True,False
196,Homestyle Spanish Appetizer,Appetizer,Spanish,Grilling,Medium,32,59,91,9,713,4.1,"salt, garlic, dips, nuts, cheese, crackers, olives, bread, lemon, spices, potatoes",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Laura Gordon,2024-03-07,False,False,True,True,False,True,True,False
197,Authentic Mediterranean Salad,Salad,Mediterranean,Raw,Hard,15,62,77,2,409,4.5,"salt, tomatoes, lettuce, cucumbers, cheese, nuts, dressing, potatoes, carrots, bell peppers, herbs",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Robert Young,2024-01-23,False,False,False,False,False,True,True,False
198,Authentic Vietnamese Dinner,Dinner,Vietnamese,Grilling,Medium,38,100,138,2,308,4.4,"onion, pepper, fish, chicken, pasta",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Boil water and cook pasta according to package directions. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Scott Adams,2024-03-27,False,True,True,True,True,False,True,False
199,Homestyle French Beverage,Beverage,French,Frying,Easy,6,79,85,6,631,4.7,"onion, garlic, water",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Keith Hays,2024-04-03,True,True,True,True,False,True,True,False
200,Classic Chinese Dinner,Dinner,Chinese,Slow Cooking,Medium,59,156,215,3,316,4.5,"pepper, pasta, chicken, fish, beef, vegetables",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Boil water and cook pasta according to package directions. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Kevin Johnson,2024-07-16,False,False,False,False,True,False,True,True
201,Middle Eastern Salad,Salad,Middle Eastern,Sautéing,Easy,51,74,125,11,439,4.3,"oil, garlic, cheese, cucumbers, lettuce, nuts, tomatoes, dressing, onions, spinach, bell peppers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Joseph Munoz,2024-04-06,False,False,True,True,True,True,False,False
202,Classic Greek Dinner,Dinner,Greek,Frying,Hard,39,148,187,4,605,4.5,"butter, beef, pasta",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Boil water and cook pasta according to package directions. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Samantha Harrell,2025-08-17,False,False,True,False,True,False,True,False
203,Classic Vietnamese Beverage,Beverage,Vietnamese,Boiling,Easy,57,54,111,10,234,4.0,"garlic, onion, pepper, water, juice, soda, tea, coffee",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,James Miller,2024-01-09,True,False,False,False,False,True,True,False
204,Korean Lunch,Lunch,Korean,Frying,Medium,56,120,176,9,582,3.9,"oil, garlic, pasta, beef, rice, chicken, fish, vegetables, herbs, potatoes, tomatoes",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Randy Greene,2024-12-06,True,True,False,True,True,True,False,False
